Year,Month,Day,Hour,Minute, DeltaT (min),airTemperature,relativeHumidity,solarIrradiance,windSpeed,windDirection
2016,4,20,0,0,0,15,88,0,8.89,221.6
2016,4,20,0,1,1,14.8,88.1,0,7.67,226.8
2016,4,20,0,2,2,14.8,88.4,0,7.45,211.4
2016,4,20,0,3,3,14.7,88.7,0,6.66,219.9
2016,4,20,0,4,4,14.7,88.9,0,6.55,207.9
2016,4,20,0,5,5,14.7,89.1,0,7.63,211.2
2016,4,20,0,6,6,14.7,89,0,6.88,225.4
2016,4,20,0,7,7,14.7,89,0,7.92,219.1
2016,4,20,0,8,8,14.7,89.1,0,7.27,228.1
2016,4,20,0,9,9,14.7,89.1,0,6.98,218.4
2016,4,20,0,10,10,14.6,89.2,0,5.44,223.4
2016,4,20,0,11,11,14.5,89.4,0,4.9,218.2
2016,4,20,0,12,12,14.5,89.7,0,5.83,215.1
2016,4,20,0,13,13,14.5,89.7,0,6.05,204.3
2016,4,20,0,14,14,14.5,89.7,0,5.83,215.7
2016,4,20,0,15,15,14.5,89.5,0,5.58,228.5
2016,4,20,0,16,16,14.6,89.2,0,10.19,212.4
2016,4,20,0,17,17,14.5,89.1,0,6.37,214.9
2016,4,20,0,18,18,14.5,89.2,0,6.34,206.5
2016,4,20,0,19,19,14.5,89.3,0,6.26,208.6
2016,4,20,0,20,20,14.5,89.4,0,8.46,204.2
2016,4,20,0,21,21,14.4,89.4,0,7.24,197.3
2016,4,20,0,22,22,14.4,89.5,0,6.77,213.2
2016,4,20,0,23,23,14.4,89.4,0,7.92,209.4
2016,4,20,0,24,24,14.4,89.6,0,7.49,196
2016,4,20,0,25,25,14.4,89.6,0,8.1,201
2016,4,20,0,26,26,14.4,89.4,0,8.03,220.1
2016,4,20,0,27,27,14.4,89.4,0,7.92,200.6
2016,4,20,0,28,28,14.4,89.4,0,6.8,212.5
2016,4,20,0,29,29,14.4,89.3,0,7.49,209.5
2016,4,20,0,30,30,14.3,89.3,0,5.51,215.3
2016,4,20,0,31,31,14.3,89.4,0,6.59,220.4
2016,4,20,0,32,32,14.3,89.5,0,6.12,220.5
2016,4,20,0,33,33,14.3,89.4,0,5.65,224.6
2016,4,20,0,34,34,14.2,89.5,0,4.9,219.5
2016,4,20,0,35,35,14.2,89.5,0,5,220.5
2016,4,20,0,36,36,14.2,89.5,0,5.04,222.3
2016,4,20,0,37,37,14.1,89.4,0,4.64,215.1
2016,4,20,0,38,38,14.1,89.5,0,4.32,219.8
2016,4,20,0,39,39,14.1,89.7,0,5.44,217.8
2016,4,20,0,40,40,14.1,89.7,0,4.72,234.2
2016,4,20,0,41,41,14.1,89.9,0,5,225.1
2016,4,20,0,42,42,14.1,89.9,0,3.96,227.5
2016,4,20,0,43,43,14,90,0,4.57,224.5
2016,4,20,0,44,44,14,90.4,0,4.97,222.5
2016,4,20,0,45,45,14,90.2,0,4.93,217.7
2016,4,20,0,46,46,13.9,90.2,0,4.14,227.4
2016,4,20,0,47,47,13.9,90.4,0,4.18,231.5
2016,4,20,0,48,48,13.9,90.6,0,4.72,215.6
2016,4,20,0,49,49,13.9,90.5,0,4.5,219.1
2016,4,20,0,50,50,13.9,90.2,0,3.74,198.9
2016,4,20,0,51,51,13.9,90.3,0,4.1,191.6
2016,4,20,0,52,52,13.8,90.6,0,5.04,194.9
2016,4,20,0,53,53,13.8,91,0,5.04,193.2
2016,4,20,0,54,54,13.8,91.1,0,5.83,186
2016,4,20,0,55,55,13.8,91.1,0,5.15,204.2
2016,4,20,0,56,56,13.8,91,0,5.87,188.7
2016,4,20,0,57,57,13.8,91.2,0,6.98,185.2
2016,4,20,0,58,58,13.8,91.3,0,6.08,189.2
2016,4,20,0,59,59,13.8,91.3,0,7.31,171.8
2016,4,20,1,0,60,13.8,91.4,0,6.73,199.9
2016,4,20,1,1,61,13.8,91.4,0,7.24,175.5
2016,4,20,1,2,62,13.8,91.4,0,5,162.9
2016,4,20,1,3,63,13.8,91.5,0,6.98,158.4
2016,4,20,1,4,64,13.9,91.1,0,8.64,161.9
2016,4,20,1,5,65,14,90.8,0,7.13,150.2
2016,4,20,1,6,66,13.9,90.9,0,7.56,167.9
2016,4,20,1,7,67,14,90.8,0,6.34,146.3
2016,4,20,1,8,68,14,90.6,0,7.81,178.5
2016,4,20,1,9,69,14,90.6,0,7.7,166.3
2016,4,20,1,10,70,14,90.7,0,6.41,166.3
2016,4,20,1,11,71,14,90.9,0,6.8,165.5
2016,4,20,1,12,72,13.9,91,0,4.25,161.7
2016,4,20,1,13,73,13.9,91.2,0,8.17,171.5
2016,4,20,1,14,74,13.9,91.1,0,4.93,150.8
2016,4,20,1,15,75,13.9,91.1,0,6.88,161.8
2016,4,20,1,16,76,13.9,91.1,0,4.14,170.3
2016,4,20,1,17,77,13.8,91.3,0,4.9,156.4
2016,4,20,1,18,78,13.9,91.4,0,5.4,159.5
2016,4,20,1,19,79,13.9,91.4,0,5.44,178.8
2016,4,20,1,20,80,13.8,91.3,0,4.36,179.9
2016,4,20,1,21,81,13.8,91.5,0,4.14,171.9
2016,4,20,1,22,82,13.8,91.6,0,4.07,180.2
2016,4,20,1,23,83,13.8,91.9,0,4.14,161
2016,4,20,1,24,84,13.7,92,0,3.2,172.6
2016,4,20,1,25,85,13.7,92.3,0,5.15,157.4
2016,4,20,1,26,86,13.7,92.3,0,3.85,168.5
2016,4,20,1,27,87,13.7,92.6,0,6.73,159.5
2016,4,20,1,28,88,13.7,92.3,0,6.59,193.9
2016,4,20,1,29,89,13.7,92.3,0,6.95,174.4
2016,4,20,1,30,90,13.7,92.3,0,6.7,150.8
2016,4,20,1,31,91,13.7,92.6,0,6.59,144.6
2016,4,20,1,32,92,13.8,92.8,0,6.59,147.7
2016,4,20,1,33,93,13.8,92.1,0,7.81,139.8
2016,4,20,1,34,94,13.8,92.1,0,7.96,168.5
2016,4,20,1,35,95,13.8,92.3,0,8.86,162.8
2016,4,20,1,36,96,13.8,92.2,0,6.3,166.9
2016,4,20,1,37,97,13.8,92.1,0,6.23,157.2
2016,4,20,1,38,98,13.8,92.8,0,8.03,163.9
2016,4,20,1,39,99,13.8,92.9,0,6.52,151.4
2016,4,20,1,40,100,13.9,92.7,0,7.81,153.4
2016,4,20,1,41,101,13.9,92.7,0,9.79,156.6
2016,4,20,1,42,102,13.9,92.6,0,7.81,144.3
2016,4,20,1,43,103,14,92.3,0,7.02,149.2
2016,4,20,1,44,104,14,92.2,0,8.53,153.3
2016,4,20,1,45,105,14,92.1,0,8.24,145.1
2016,4,20,1,46,106,14,92,0,7.45,142.6
2016,4,20,1,47,107,14,92.1,0,8.86,147.5
2016,4,20,1,48,108,14,92,0,7.52,145.8
2016,4,20,1,49,109,14,92.2,0,7.27,149.6
2016,4,20,1,50,110,13.9,92.3,0,10.33,138.8
2016,4,20,1,51,111,14,92.6,0,13.54,144.2
2016,4,20,1,52,112,14,92.4,0,9.22,143.1
2016,4,20,1,53,113,14,92.4,0,8.57,139.9
2016,4,20,1,54,114,14,92.6,0,9.68,136.5
2016,4,20,1,55,115,14,92.6,0,10.55,138.8
2016,4,20,1,56,116,14,92.3,0,7.99,139.6
2016,4,20,1,57,117,14,92.7,0,7.7,142
2016,4,20,1,58,118,14,92.6,0,8.96,131.7
2016,4,20,1,59,119,13.9,92.7,0,5.11,144.7
2016,4,20,2,0,120,13.9,92.9,0,5.29,150.5
2016,4,20,2,1,121,13.9,93,0,6.95,135.6
2016,4,20,2,2,122,13.9,93,0,7.7,126.5
2016,4,20,2,3,123,13.9,92.8,0,9.72,124.8
2016,4,20,2,4,124,13.9,92.6,0,7.63,121.3
2016,4,20,2,5,125,13.9,93,0,7.67,111.1
2016,4,20,2,6,126,13.9,92.9,0,8.14,120
2016,4,20,2,7,127,13.9,93,0,7.45,111.4
2016,4,20,2,8,128,13.9,93,0,5.94,108.6
2016,4,20,2,9,129,13.9,92.8,0,5.04,119.5
2016,4,20,2,10,130,13.9,92.9,0,5.72,98.8
2016,4,20,2,11,131,13.9,92.8,0,5.08,77.4
2016,4,20,2,12,132,13.8,92.4,0,5.18,87.3
2016,4,20,2,13,133,13.8,92.6,0,5.26,91.7
2016,4,20,2,14,134,13.8,92.9,0,5,70.4
2016,4,20,2,15,135,13.8,92.8,0,4.75,71.7
2016,4,20,2,16,136,13.8,93,0,4.57,101.7
2016,4,20,2,17,137,13.8,93.2,0,4.43,118.4
2016,4,20,2,18,138,13.8,93.2,0,5,106.8
2016,4,20,2,19,139,13.8,93.3,0,3.6,122
2016,4,20,2,20,140,13.8,93.3,0,4.64,122.3
2016,4,20,2,21,141,13.7,93.3,0,4.28,111.7
2016,4,20,2,22,142,13.7,93.3,0,4.61,112.5
2016,4,20,2,23,143,13.8,93,0,5.29,108.2
2016,4,20,2,24,144,13.8,93,0,5.11,117.8
2016,4,20,2,25,145,13.8,93,0,4.64,132.6
2016,4,20,2,26,146,13.7,93,0,5.26,143.2
2016,4,20,2,27,147,13.6,92.9,0,3.92,153
2016,4,20,2,28,148,13.6,93.2,0,4,147.4
2016,4,20,2,29,149,13.5,93.4,0,3.56,140.9
2016,4,20,2,30,150,13.5,93.5,0,3.67,140.8
2016,4,20,2,31,151,13.4,93.6,0,2.77,151.3
2016,4,20,2,32,152,13.4,93.5,0,2.84,155.9
2016,4,20,2,33,153,13.3,93.8,0,3.38,176.1
2016,4,20,2,34,154,13.3,94.1,0,3.2,171.2
2016,4,20,2,35,155,13.2,94.2,0,3.13,184.5
2016,4,20,2,36,156,13.2,94.5,0,2.34,200.5
2016,4,20,2,37,157,13.2,94.9,0,2.02,224.6
2016,4,20,2,38,158,13,94.9,0,1.94,196.6
2016,4,20,2,39,159,13,94.9,0,2.38,175.8
2016,4,20,2,40,160,13,95,0,1.73,177.3
2016,4,20,2,41,161,12.9,95.1,0,1.22,209.1
2016,4,20,2,42,162,12.9,95.3,0,1.12,211.9
2016,4,20,2,43,163,12.9,95.5,0,1.51,200.3
2016,4,20,2,44,164,12.9,95.8,0,1.66,203.8
2016,4,20,2,45,165,12.9,96,0,1.55,216
2016,4,20,2,46,166,12.9,96,0,1.8,200.2
2016,4,20,2,47,167,12.9,96.1,0,1.91,189.9
2016,4,20,2,48,168,12.8,96.1,0,1.91,187.6
2016,4,20,2,49,169,12.8,96.1,0,1.73,183.1
2016,4,20,2,50,170,12.8,96.1,0,1.66,205.3
2016,4,20,2,51,171,12.7,96,0,1.19,195
2016,4,20,2,52,172,12.6,96.1,0,1.3,123.7
2016,4,20,2,53,173,12.6,96.3,0,1.76,131.9
2016,4,20,2,54,174,12.6,96.4,0,1.51,115.1
2016,4,20,2,55,175,12.6,96.5,0,1.62,133
2016,4,20,2,56,176,12.6,96.6,0,1.73,80.1
2016,4,20,2,57,177,12.5,96.7,0,1.4,77.4
2016,4,20,2,58,178,12.4,96.5,0,1.62,122.1
2016,4,20,2,59,179,12.3,96.4,0,1.04,120.5
2016,4,20,3,0,180,12.3,96.2,0,1.19,149.9
2016,4,20,3,1,181,12.2,96.1,0,0.9,123.1
2016,4,20,3,2,182,12.2,96.4,0,0.61,158.6
2016,4,20,3,3,183,12.1,96.5,0,1.22,194.3
2016,4,20,3,4,184,12.1,96.4,0,3.2,179.8
2016,4,20,3,5,185,12,96.6,0,3.35,174.1
2016,4,20,3,6,186,12,96.7,0,3.06,187.8
2016,4,20,3,7,187,12,96.7,0,4.43,178
2016,4,20,3,8,188,12,96.8,0,4.5,178.3
2016,4,20,3,9,189,12,96.9,0,4.07,186.3
2016,4,20,3,10,190,12,97.1,0,4.93,187.1
2016,4,20,3,11,191,12.1,97.4,0,4.5,191.5
2016,4,20,3,12,192,12.2,97.5,0,4.75,192.2
2016,4,20,3,13,193,12.3,97.6,0,4.61,183
2016,4,20,3,14,194,12.3,97.6,0,3.35,185.4
2016,4,20,3,15,195,12.3,97.6,0,2.88,192.6
2016,4,20,3,16,196,12.3,97.6,0,2.41,182.7
2016,4,20,3,17,197,12.3,97.7,0,3.02,184.3
2016,4,20,3,18,198,12.4,97.7,0,2.56,201.4
2016,4,20,3,19,199,12.4,97.7,0,2.88,195.3
2016,4,20,3,20,200,12.4,97.7,0,3.31,197.8
2016,4,20,3,21,201,12.4,97.7,0,2.66,201.8
2016,4,20,3,22,202,12.4,97.7,0,3.53,189.7
2016,4,20,3,23,203,12.4,97.7,0,3.17,185.5
2016,4,20,3,24,204,12.5,97.8,0,3.71,179.7
2016,4,20,3,25,205,12.5,97.8,0,3.24,184.3
2016,4,20,3,26,206,12.5,97.9,0,2.59,176.2
2016,4,20,3,27,207,12.6,97.9,0,1.33,146.5
2016,4,20,3,28,208,12.5,97.7,0,0.97,118.3
2016,4,20,3,29,209,12.4,97.6,0,0.65,111.1
2016,4,20,3,30,210,12.4,97.5,0,0.43,166.7
2016,4,20,3,31,211,12.4,97.6,0,0.32,311.1
2016,4,20,3,32,212,12.4,97.5,0,0.5,191.5
2016,4,20,3,33,213,12.3,97.5,0,0.36,155
2016,4,20,3,34,214,12.4,97.5,0,1.33,102.1
2016,4,20,3,35,215,12.3,97.5,0,1.98,165.9
2016,4,20,3,36,216,12.3,97.5,0,2.2,164.4
2016,4,20,3,37,217,12.3,97.6,0,2.81,177.1
2016,4,20,3,38,218,12.3,97.6,0,2.81,174.1
2016,4,20,3,39,219,12.3,97.6,0,2.74,166
2016,4,20,3,40,220,12.3,97.7,0,2.02,170.5
2016,4,20,3,41,221,12.3,97.6,0,1.37,169.4
2016,4,20,3,42,222,12.3,97.7,0,2.23,168.5
2016,4,20,3,43,223,12.3,97.7,0,1.91,63.9
2016,4,20,3,44,224,12.4,97.8,0,1.58,29.2
2016,4,20,3,45,225,12.4,97.8,0,1.73,30.1
2016,4,20,3,46,226,12.4,97.8,0,1.04,33.8
2016,4,20,3,47,227,12.5,97.9,0,1.19,45
2016,4,20,3,48,228,12.5,97.8,0,1.01,57.8
2016,4,20,3,49,229,12.5,97.9,0,1.12,52.6
2016,4,20,3,50,230,12.5,97.9,0,0.94,36.7
2016,4,20,3,51,231,12.5,97.9,0,0.68,107.8
2016,4,20,3,52,232,12.5,97.9,0,1.4,137.5
2016,4,20,3,53,233,12.5,97.9,0,1.69,129.4
2016,4,20,3,54,234,12.5,97.8,0,1.12,97
2016,4,20,3,55,235,12.4,97.7,0,1.26,125
2016,4,20,3,56,236,12.3,97.6,0,0.72,124.3
2016,4,20,3,57,237,12.2,97.5,0,1.19,149.7
2016,4,20,3,58,238,12.1,97.4,0,1.73,152
2016,4,20,3,59,239,12.1,97.4,0,1.76,141.1
2016,4,20,4,0,240,12.1,97.4,0,1.84,161.6
2016,4,20,4,1,241,11.9,97.2,0,2.09,173.7
2016,4,20,4,2,242,11.9,97.2,0,2.12,159.9
2016,4,20,4,3,243,11.9,97.3,0,1.87,161.1
2016,4,20,4,4,244,11.9,97.4,0,1.26,147.6
2016,4,20,4,5,245,11.9,97.5,0,0.97,157.2
2016,4,20,4,6,246,11.8,97.4,0,1.58,164
2016,4,20,4,7,247,11.9,97.5,0,1.19,124.2
2016,4,20,4,8,248,11.8,97.5,0,1.19,133.7
2016,4,20,4,9,249,11.7,97.4,0,1.37,159.8
2016,4,20,4,10,250,11.8,97.7,0,2.23,151.4
2016,4,20,4,11,251,11.9,97.9,0,1.98,156.7
2016,4,20,4,12,252,11.9,97.9,0,1.73,145.5
2016,4,20,4,13,253,11.9,97.9,0,1.87,139
2016,4,20,4,14,254,11.9,97.9,0,2.05,154.4
2016,4,20,4,15,255,11.9,97.9,0,1.19,144.8
2016,4,20,4,16,256,11.8,97.8,0,1.26,136.1
2016,4,20,4,17,257,11.8,97.8,0,1.26,146.9
2016,4,20,4,18,258,11.7,97.7,0,0.68,93.8
2016,4,20,4,19,259,11.7,97.7,0,0.76,114.8
2016,4,20,4,20,260,11.7,97.7,0,0.76,30
2016,4,20,4,21,261,11.7,97.7,0,1.33,7.1
2016,4,20,4,22,262,11.7,97.8,0,1.8,3.4
2016,4,20,4,23,263,11.6,97.7,0,2.56,330.9
2016,4,20,4,24,264,11.6,97.7,0,3.53,313.2
2016,4,20,4,25,265,11.6,97.8,0,2.81,298.8
2016,4,20,4,26,266,11.6,98,0,2.95,278.6
2016,4,20,4,27,267,11.7,97.9,0,2.95,302.6
2016,4,20,4,28,268,11.6,97.9,0,2.84,302.9
2016,4,20,4,29,269,11.7,98,0,2.3,317.4
2016,4,20,4,30,270,11.6,98,0,1.3,316.7
2016,4,20,4,31,271,11.7,98.1,0,1.26,320.6
2016,4,20,4,32,272,11.7,98.1,0,2.16,348.1
2016,4,20,4,33,273,11.7,98.1,0,2.63,331.4
2016,4,20,4,34,274,11.6,97.9,0,3.17,327.5
2016,4,20,4,35,275,11.5,97.8,0,3.96,334.7
2016,4,20,4,36,276,11.5,97.9,0,3.31,338.4
2016,4,20,4,37,277,11.5,97.9,0,2.52,329.6
2016,4,20,4,38,278,11.6,98.1,0,3.02,330.2
2016,4,20,4,39,279,11.7,98.3,0,2.52,309
2016,4,20,4,40,280,11.7,98.2,0,1.4,328.8
2016,4,20,4,41,281,11.8,98.3,0,1.84,320
2016,4,20,4,42,282,11.9,98.3,0,2.34,344.4
2016,4,20,4,43,283,11.8,98.2,0,2.88,336.4
2016,4,20,4,44,284,11.8,98.2,0,3.2,349.5
2016,4,20,4,45,285,11.7,98.1,0,3.24,338.3
2016,4,20,4,46,286,11.6,97.9,0,3.56,335.5
2016,4,20,4,47,287,11.5,97.9,0,3.67,349
2016,4,20,4,48,288,11.5,97.9,0,3.02,345.8
2016,4,20,4,49,289,11.4,97.9,0,3.53,352.3
2016,4,20,4,50,290,11.5,98.1,0,2.45,349.2
2016,4,20,4,51,291,11.6,98.1,0,3.06,346.6
2016,4,20,4,52,292,11.7,98.3,0,2.23,331.9
2016,4,20,4,53,293,11.8,98.3,0,1.44,326.1
2016,4,20,4,54,294,11.9,98.3,0,0.65,290.9
2016,4,20,4,55,295,11.8,98.3,0,1.62,294.8
2016,4,20,4,56,296,11.9,98.3,0,0.97,295.2
2016,4,20,4,57,297,12,98.4,0,0.61,6.8
2016,4,20,4,58,298,12,98.4,0,0.54,170.5
2016,4,20,4,59,299,12,98.4,0,0.65,267.8
2016,4,20,5,0,300,12,98.3,0,0.54,207.7
2016,4,20,5,1,301,11.8,98.2,0,0.65,251.3
2016,4,20,5,2,302,11.8,98.2,0,0.43,322.6
2016,4,20,5,3,303,11.7,98.2,0,1.08,324.7
2016,4,20,5,4,304,11.7,98.2,0,1.84,339.3
2016,4,20,5,5,305,11.8,98.2,0,1.76,334.6
2016,4,20,5,6,306,11.7,98,0,2.38,321.6
2016,4,20,5,7,307,11.6,98,0,2.88,327.7
2016,4,20,5,8,308,11.6,98.1,0,2.95,327.2
2016,4,20,5,9,309,11.6,98.1,0,2.66,324.2
2016,4,20,5,10,310,11.6,98.1,0,2.48,326.9
2016,4,20,5,11,311,11.6,98.1,0,2.12,327.7
2016,4,20,5,12,312,11.6,98,0,2.09,319.6
2016,4,20,5,13,313,11.6,98.2,0,2.27,311.5
2016,4,20,5,14,314,11.7,98.3,0,2.41,312
2016,4,20,5,15,315,11.7,98.2,0,1.87,294.5
2016,4,20,5,16,316,11.6,98,0,2.02,285.5
2016,4,20,5,17,317,11.5,97.9,0,1.87,280.8
2016,4,20,5,18,318,11.4,97.9,0,1.87,293
2016,4,20,5,19,319,11.4,97.9,0,2.02,311.5
2016,4,20,5,20,320,11.3,97.9,0,3.35,334.4
2016,4,20,5,21,321,11.4,97.9,0,3.35,346.5
2016,4,20,5,22,322,11.4,98.1,0,3.17,342.2
2016,4,20,5,23,323,11.4,98,0,2.7,334.5
2016,4,20,5,24,324,11.3,98,0,2.84,328.7
2016,4,20,5,25,325,11.4,98.1,0,2.88,327.2
2016,4,20,5,26,326,11.4,98.1,0,3.1,324
2016,4,20,5,27,327,11.4,98.1,0,3.2,331.4
2016,4,20,5,28,328,11.5,98.1,0,3.28,333.6
2016,4,20,5,29,329,11.6,98.3,0,3.46,337.5
2016,4,20,5,30,330,11.6,98.3,0,3.49,337.3
2016,4,20,5,31,331,11.6,98.3,0,3.42,338.2
2016,4,20,5,32,332,11.6,98.3,0,3.71,335.2
2016,4,20,5,33,333,11.5,98.2,0,4.18,329.6
2016,4,20,5,34,334,11.4,98,0,4.25,327.6
2016,4,20,5,35,335,11.3,98.1,0,4,327.1
2016,4,20,5,36,336,11.3,98,0,4.5,328.7
2016,4,20,5,37,337,11.3,98.1,0,4.75,332
2016,4,20,5,38,338,11.3,98.1,0,5.33,331.7
2016,4,20,5,39,339,11.2,97.9,0,5.4,339
2016,4,20,5,40,340,11.1,97.9,0,5.72,341.8
2016,4,20,5,41,341,11.1,97.9,0,5.87,343.9
2016,4,20,5,42,342,11.1,98,0,5.94,348.2
2016,4,20,5,43,343,11,98,0,5.58,349.8
2016,4,20,5,44,344,11.1,98.1,0,5.22,347.1
2016,4,20,5,45,345,11.1,98.1,0,4.1,345.3
2016,4,20,5,46,346,11.2,98.2,0,3.06,339
2016,4,20,5,47,347,11.3,98.3,0,3.06,344.9
2016,4,20,5,48,348,11.3,98.2,0,2.7,238.9
2016,4,20,5,49,349,11.1,98.1,0,2.3,204.7
2016,4,20,5,50,350,11.1,98.1,0,1.58,315.1
2016,4,20,5,51,351,11.2,98.2,0,1.22,282.9
2016,4,20,5,52,352,11.1,98.1,0,0.97,236.9
2016,4,20,5,53,353,11,98,0,1.01,175.3
2016,4,20,5,54,354,11,98.1,0,1.15,187.5
2016,4,20,5,55,355,11,98.1,0,1.37,199
2016,4,20,5,56,356,11,98.1,0,2.05,207.3
2016,4,20,5,57,357,11,98.1,0,2.59,218.6
2016,4,20,5,58,358,11,98.1,0,2.56,227.7
2016,4,20,5,59,359,10.9,98,0,2.63,228.9
2016,4,20,6,0,360,10.9,98.1,0,2.48,238.9
2016,4,20,6,1,361,11,98.2,0,2.56,241.7
2016,4,20,6,2,362,11.1,98.3,0,2.99,244
2016,4,20,6,3,363,11,98.2,0,4.07,249.8
2016,4,20,6,4,364,10.9,98.1,0,3.6,260.5
2016,4,20,6,5,365,10.8,98,0,3.42,273.3
2016,4,20,6,6,366,10.8,98,0,2.23,271.4
2016,4,20,6,7,367,10.7,98,0,1.48,281.3
2016,4,20,6,8,368,10.8,98.1,0,1.12,17.2
2016,4,20,6,9,369,10.8,98.1,0,0.76,4.5
2016,4,20,6,10,370,10.8,98.1,0,1.33,5.2
2016,4,20,6,11,371,10.8,98.1,0,1.4,12.8
2016,4,20,6,12,372,10.7,98,0,2.74,341.9
2016,4,20,6,13,373,10.7,97.9,0,3.56,321.8
2016,4,20,6,14,374,10.6,98,0,4.54,332.1
2016,4,20,6,15,375,10.6,98,0,4.86,325.6
2016,4,20,6,16,376,10.6,98.1,0,4.61,325.7
2016,4,20,6,17,377,10.6,98.1,0,4.57,319.9
2016,4,20,6,18,378,10.6,98,0,4.03,320.2
2016,4,20,6,19,379,10.5,98,0,3.82,326.7
2016,4,20,6,20,380,10.4,98,0,3.6,326
2016,4,20,6,21,381,10.5,98.1,0,3.74,320.3
2016,4,20,6,22,382,10.4,98.1,0,3.82,317.9
2016,4,20,6,23,383,10.4,98.1,0,3.85,311.7
2016,4,20,6,24,384,10.5,98.1,0,3.74,310.4
2016,4,20,6,25,385,10.4,98.1,0,3.28,297.3
2016,4,20,6,26,386,10.4,98.1,0,2.16,258.6
2016,4,20,6,27,387,10.4,98.1,0,2.56,235.8
2016,4,20,6,28,388,10.4,98.1,0,2.05,247.4
2016,4,20,6,29,389,10.5,98.2,0,2.34,241.6
2016,4,20,6,30,390,10.5,98.1,0,1.73,258.8
2016,4,20,6,31,391,10.4,98.1,0,2.09,255.4
2016,4,20,6,32,392,10.4,98.1,0,3.2,247.8
2016,4,20,6,33,393,10.4,98.1,0,3.35,247.5
2016,4,20,6,34,394,10.5,98.2,0,3.24,247.6
2016,4,20,6,35,395,10.6,98.3,0,2.52,236.2
2016,4,20,6,36,396,10.5,98.2,1,1.55,208.8
2016,4,20,6,37,397,10.5,98.2,1,0.94,194.2
2016,4,20,6,38,398,10.5,98.2,1,0.79,193.5
2016,4,20,6,39,399,10.5,98.2,1,0.86,236.8
2016,4,20,6,40,400,10.5,98.2,2,0.86,272.3
2016,4,20,6,41,401,10.5,98.2,2,0.32,347.5
2016,4,20,6,42,402,10.4,98.2,3,1.4,353.3
2016,4,20,6,43,403,10.4,98.2,4,1.87,324.8
2016,4,20,6,44,404,10.4,98.2,5,2.09,327
2016,4,20,6,45,405,10.4,98.2,6,2.48,323.6
2016,4,20,6,46,406,10.3,98.1,6,3.38,325.9
2016,4,20,6,47,407,10.2,98,7,3.2,333.2
2016,4,20,6,48,408,10.1,97.9,7,3.02,322.8
2016,4,20,6,49,409,10,97.9,7,2.7,326.5
2016,4,20,6,50,410,9.9,97.9,7,2.05,333.6
2016,4,20,6,51,411,9.9,97.9,8,2.09,335.5
2016,4,20,6,52,412,9.8,97.8,9,1.3,339.4
2016,4,20,6,53,413,9.7,97.7,10,1.4,333.1
2016,4,20,6,54,414,9.7,97.8,11,1.3,300
2016,4,20,6,55,415,9.7,97.8,11,1.4,313
2016,4,20,6,56,416,9.8,97.9,12,1.37,327
2016,4,20,6,57,417,9.8,98,13,2.56,318.1
2016,4,20,6,58,418,9.9,98.1,18,3.13,309.3
2016,4,20,6,59,419,9.9,98.1,21,2.84,301
2016,4,20,7,0,420,10,98.2,23,2.77,297.4
2016,4,20,7,1,421,10.1,98.2,24,2.84,300.1
2016,4,20,7,2,422,10.2,98.3,25,2.77,302.4
2016,4,20,7,3,423,10.2,98.3,26,2.3,297.8
2016,4,20,7,4,424,10.2,98.3,27,1.84,291.5
2016,4,20,7,5,425,10.2,98.2,29,1.01,277.4
2016,4,20,7,6,426,10.2,98.3,34,1.15,266.5
2016,4,20,7,7,427,10.2,98.3,41,1.26,252.7
2016,4,20,7,8,428,10.2,98.3,43,1.69,261.5
2016,4,20,7,9,429,10.2,98.2,46,2.05,255.8
2016,4,20,7,10,430,10.2,98.2,46,2.56,256.7
2016,4,20,7,11,431,10.3,98.3,45,2.66,259.4
2016,4,20,7,12,432,10.4,98.3,47,2.66,267.7
2016,4,20,7,13,433,10.5,98.4,49,2.34,280.4
2016,4,20,7,14,434,10.6,98.5,54,2.74,289.4
2016,4,20,7,15,435,10.7,98.5,61,3.02,293.2
2016,4,20,7,16,436,10.8,98.5,66,3.35,297.3
2016,4,20,7,17,437,10.9,98.5,67,3.71,297.6
2016,4,20,7,18,438,10.9,98.5,65,4.25,281.6
2016,4,20,7,19,439,11,98.5,66,4.14,283.6
2016,4,20,7,20,440,11.1,98.5,67,3.85,283.6
2016,4,20,7,21,441,11.2,98.6,69,3.38,282
2016,4,20,7,22,442,11.3,98.7,73,3.1,278.7
2016,4,20,7,23,443,11.3,98.7,76,3.42,283.8
2016,4,20,7,24,444,11.3,98.6,81,1.91,291.4
2016,4,20,7,25,445,11.3,98.6,88,2.77,304.4
2016,4,20,7,26,446,11.3,98.6,92,2.12,307.7
2016,4,20,7,27,447,11.2,98.5,89,2.23,330.9
2016,4,20,7,28,448,11.1,98.5,105,2.74,323.6
2016,4,20,7,29,449,11.1,98.5,125,2.88,323.5
2016,4,20,7,30,450,11.2,98.5,135,2.3,319.7
2016,4,20,7,31,451,11.2,98.5,130,2.23,316.7
2016,4,20,7,32,452,11.3,98.5,111,2.81,308.1
2016,4,20,7,33,453,11.3,98.6,105,3.85,314.8
2016,4,20,7,34,454,11.4,98.7,109,3.2,307.5
2016,4,20,7,35,455,11.6,98.7,112,3.13,310.5
2016,4,20,7,36,456,11.6,98.7,115,4.03,309.9
2016,4,20,7,37,457,11.7,98.7,118,4.07,304
2016,4,20,7,38,458,11.8,98.7,115,3.78,301
